Magnitude,Depth,destruction,Victim's reaction,Intensity
7.8,30.0,5,6,7
7.4,30.0,7,8,9
7.1,138.0,5,6,7
8.2,47.39,5,6,7
6.5,18.0,5,6,7
8.1,33.0,5,6,7
6.9,47.5,4,5,6
7.9,19.0,7,8,9
6.8,476.0,1,2,3
8.1,33.0,7,8,9
6.8,20.0,7,8,9
8.0,24.0,5,6,7
7.0,185.1,3,4,5
6.9,15.0,7,8,9
4.3,10.0,6,7,8
6.5,33.0,4,5,6
6.3,107.0,3,4,5
5.7,10.0,5,6,7
7.9,43.0,8,9,10
6.5,16.0,4,5,6
6.1,95.0,4,5,6
7.0,39.0,5,6,7
8.7,33.0,7,8,9
6.5,8.0,2,3,4
6.6,14.0,7,8,9
7.3,26.3,5,6,7
6.7,10.0,7,8,9
5.0,24.0,6,7,8
6.8,33.0,4,5,6
6.5,29.0,3,4,5
6.5,24.0,2,3,4
7.6,612.2,2,3,4
7.3,18.0,8,9,10
6.9,12.0,2,3,4
6.3,12.0,4,5,6
7.8,15.0,7,8,9
7.1,13.0,8,9,10
6.6,30.0,4,5,6
6.9,36.4,5,6,7
5.8,8.0,3,4,5
7.4,10.0,5,6,7
6.6,10.0,4,5,6
6.9,8.0,3,4,5
6.3,12.0,4,5,6
7.0,22.0,3,4,5
5.5,10.0,5,6,7
6.4,15.0,4,5,6
5.1,20.0,2,3,4
7.7,10.0,5,6,7
6.5,10.0,5,6,7
6.6,25.7,3,4,5
7.9,40.0,6,7,8
7.0,13.0,5,6,7
7.0,68.0,5,6,7
6.6,107.0,4,5,6
7.6,31.0,3,4,5
6.5,30.0,4,5,6
7.6,116.0,6,7,8
5.8,9.0,6,7,8
7.3,15.0,5,6,7
7.9,10.0,4,5,6
6.9,26.0,2,3,4
6.5,10.0,6,7,8
4.8,10.0,3,4,5
6.6,33.0,4,5,6
5.5,13.0,3,4,5
5.7,10.0,5,6,7
4.2,5.0,4,5,6
7.4,18.5,8,9,10
6.9,93.0,4,5,6
6.1,10.0,7,8,9
6.8,82.0,4,5,6
7.0,11.0,7,8,9
6.0,8.0,6,7,8
6.8,220.0,3,4,5
5.7,73.0,3,4,5
6.7,553.81,1,2,3
6.9,28.0,4,5,6
6.6,107.0,4,5,6
7.2,10.0,7,8,9
6.7,34.0,4,5,6
7.2,35.0,3,4,5
7.9,33.0,4,5,6
7.0,33.0,5,6,7
8.2,60.0,8,9,10
6.3,10.0,8,9,10
4.7,10.0,5,6,7
7.4,35.0,3,4,5
7.7,60.0,6,7,8
6.5,12.26,3,4,5
7.1,14.0,7,8,9
7.0,10.0,3,4,5
6.5,20.0,3,4,5
6.8,18.0,5,6,7
6.3,23.0,6,7,8
4.7,5.0,3,4,5
6.6,165.0,2,3,4
7.4,30.0,5,6,7
6.5,74.0,6,7,8
8.0,10.0,3,4,5
6.7,461.0,1,2,3
7.7,60.0,6,7,8
5.7,20.0,6,7,8
8.3,598.1,3,4,5
7.0,137.0,3,4,5
7.5,61.0,6,7,8
8.1,13.0,7,8,9
6.5,29.0,4,5,6
8.4,34.0,4,5,6
6.6,204.8,2,3,4
7.6,55.0,5,6,7
6.7,15.0,5,6,7
6.6,24.0,6,7,8
6.5,119.0,3,4,5
6.7,15.0,5,6,7
5.2,7.0,6,7,8
7.5,280.0,3,4,5
7.0,70.0,5,6,7
8.4,30.0,9,10,11
6.7,26.59,3,4,5
6.5,29.0,6,7,8
4.4,35.0,5,6,7
6.9,12.0,2,3,4
6.5,187.0,2,3,4
7.8,15.0,7,8,9
6.5,301.0,2,3,4
6.6,15.0,7,8,9
6.6,10.0,7,8,9
7.2,32.0,4,5,6
7.2,20.0,5,6,7
6.7,17.0,4,5,6
6.5,33.0,4,5,6
7.4,80.0,10,11,12
7.5,27.0,7,8,9
6.5,35.0,3,4,5
7.4,31.1,5,6,7
6.4,15.0,7,8,9
6.8,26.0,4,5,6
6.2,22.0,5,6,7
7.3,20.0,6,7,8
6.6,27.0,3,4,5
6.6,10.0,2,3,4
7.0,18.0,5,6,7
6.6,165.0,2,3,4
5.3,11.0,5,6,7
6.5,12.06,6,7,8
6.6,85.0,4,5,6
5.8,15.0,8,9,10
6.7,23.0,4,5,6
5.2,21.0,6,7,8
6.5,33.0,4,5,6
8.1,24.0,6,7,8
7.6,240.0,5,6,7
6.5,20.0,4,5,6
7.8,40.0,5,6,7
7.2,24.0,6,7,8
8.0,39.0,6,7,8
6.6,10.0,5,6,7
6.8,5.0,2,3,4
7.5,24.0,4,5,6
7.8,31.0,8,9,10
6.9,150.0,6,7,8
5.5,8.0,3,4,5
8.3,22.44,6,7,8
6.5,10.0,3,4,5
6.8,52.0,6,7,8
7.0,137.0,3,4,5
6.0,73.0,4,5,6
6.0,10.0,7,8,9
6.6,12.0,6,7,8
6.5,10.0,5,6,7
6.6,18.0,5,6,7
6.9,10.0,7,8,9
6.6,33.0,4,5,6
7.9,40.0,7,8,9
6.8,10.0,4,5,6
6.6,35.0,5,6,7
7.2,25.0,5,6,7
7.7,10.0,2,3,4
5.8,11.0,3,4,5
6.5,10.0,5,6,7
6.5,42.9,4,5,6
6.7,34.0,3,4,5
8.1,28.93,6,7,8
7.1,15.462,5,6,7
6.5,6.43,3,4,5
6.8,12.0,5,6,7
6.5,105.0,3,4,5
5.6,11.0,6,7,8
6.7,23.0,5,6,7
6.7,15.0,5,6,7
6.6,17.0,5,6,7
7.2,215.0,5,6,7
6.6,10.0,5,6,7
4.4,9.0,2,3,4
8.1,30.0,8,9,10
6.5,27.0,5,6,7
7.1,58.0,5,6,7
6.6,33.0,6,7,8
6.3,33.0,6,7,8
7.0,80.0,3,4,5
5.3,10.0,4,5,6
8.1,20.0,8,9,10
6.9,29.95,5,6,7
5.8,10.0,4,5,6
6.7,66.0,4,5,6
7.2,78.0,4,5,6
7.7,15.0,7,8,9
8.2,46.66,4,5,6
6.8,17.0,7,8,9
6.5,28.9,3,4,5
6.7,27.59,3,4,5
7.7,14.86,4,5,6
4.9,25.0,3,4,5
6.0,83.0,6,7,8
7.1,58.0,5,6,7
6.7,15.0,5,6,7
8.2,20.0,7,8,9
5.8,10.0,7,8,9
7.0,14.0,5,6,7
6.8,10.0,5,6,7
4.4,43.0,4,5,6
7.7,196.0,4,5,6
6.6,10.0,5,6,7
7.1,292.0,2,3,4
6.4,33.0,8,9,10
7.2,39.2,4,5,6
5.7,13.0,3,4,5
5.5,70.0,8,9,10
6.7,8.0,3,4,5
6.4,15.0,6,7,8
6.4,19.0,0,1,2
6.6,33.0,4,5,6
6.6,35.0,7,8,9
6.0,82.0,3,4,5
6.5,224.6,3,4,5
6.8,198.7,3,4,5
6.7,33.0,4,5,6
5.7,12.0,4,5,6
9.5,25.0,10,11,12
7.7,2.0,7,8,9
5.7,10.0,7,8,9
6.7,35.0,4,5,6
6.7,12.0,5,6,7
5.5,5.0,5,6,7
6.6,27.0,5,6,7
7.3,165.49,5,6,7
7.5,126.0,6,7,8
7.1,42.0,5,6,7
6.5,34.0,4,5,6
7.8,20.59,7,8,9
7.3,627.17,1,2,3
7.4,20.0,6,7,8
6.5,17.0,5,6,7
6.8,40.2,5,6,7
6.5,12.0,5,6,7
6.6,27.0,3,4,5
7.1,42.0,6,7,8
7.1,10.0,3,4,5
6.3,15.0,7,8,9
6.1,8.0,6,7,8
7.2,24.0,5,6,7
7.7,10.0,2,3,4
5.0,6.0,5,6,7
6.8,72.6,4,5,6
6.7,16.0,5,6,7
6.3,21.0,6,7,8
7.0,21.0,5,6,7
6.8,22.86,4,5,6
7.0,20.0,3,4,5
7.8,58.0,7,8,9
6.8,33.0,4,5,6
7.0,18.0,5,6,7
4.8,12.0,1,2,3
6.6,591.0,1,2,3
6.5,30.0,2,3,4
6.9,28.0,4,5,6
6.7,23.0,3,4,5
6.7,18.0,7,8,9
9.1,30.0,6,7,8
7.0,33.0,5,6,7
5.8,6.0,5,6,7
7.1,50.0,6,7,8
6.6,16.0,2,3,4
6.7,22.91,5,6,7
5.1,26.0,6,7,8
7.0,10.0,4,5,6
6.6,11.0,5,6,7
5.7,54.0,7,8,9
7.1,43.063,5,6,7
8.2,35.0,5,6,7
6.4,15.0,8,9,10
5.8,33.0,2,3,4
7.2,31.0,4,5,6
7.2,31.0,4,5,6
6.5,83.0,4,5,6
7.7,30.1,4,5,6
6.8,12.0,5,6,7
7.0,24.0,5,6,7
7.5,55.0,6,7,8
5.1,10.0,2,3,4
7.1,10.0,3,4,5
4.7,18.0,4,5,6
6.3,14.0,7,8,9
6.9,6.43,5,6,7
6.6,18.0,4,5,6
6.5,123.8,3,4,5
7.4,30.0,5,6,7
5.3,33.0,5,6,7
6.6,35.0,7,8,9
5.8,16.0,6,7,8
6.0,10.0,0,1,2
5.8,16.0,6,7,8
7.2,167.404,4,5,6
4.5,27.0,5,6,7
6.2,12.0,7,8,9
6.7,14.0,7,8,9
6.1,10.0,4,5,6
6.5,63.4,4,5,6
6.6,57.92,4,5,6
7.8,15.0,6,7,8
7.2,16.0,2,3,4
6.8,25.0,4,5,6
6.9,29.0,4,5,6
6.5,10.0,2,3,4
6.5,11.0,5,6,7
6.6,33.0,5,6,7
5.8,17.0,5,6,7
7.5,30.0,5,6,7
7.8,10.0,7,8,9
7.6,15.0,6,7,8
6.8,12.0,5,6,7
7.1,15.0,7,8,9
5.4,4.0,6,7,8
6.2,18.0,7,8,9
8.0,30.0,9,10,11
6.9,15.0,6,7,8
6.5,19.0,6,7,8
5.4,15.0,5,6,7
7.3,12.0,9,10,11
4.5,10.0,0,1,2
7.1,15.0,8,9,10
6.8,10.0,2,3,4
6.2,12.0,2,3,4
7.5,57.8,3,4,5
7.4,225.6,3,4,5
7.1,9.0,7,8,9
4.8,10.0,5,6,7
6.2,18.0,7,8,9
7.1,15.0,6,7,8
6.0,38.0,3,4,5
7.2,112.0,5,6,7
6.3,12.0,5,6,7
7.2,10.0,6,7,8
5.7,17.0,6,7,8
7.0,21.0,6,7,8
6.2,8.0,6,7,8
6.5,8.382,7,8,9
7.4,19.0,5,6,7
4.9,29.0,2,3,4
6.6,118.0,4,5,6
6.7,11.0,5,6,7
7.1,10.0,6,7,8
6.7,11.0,4,5,6
7.5,120.0,5,6,7
7.1,46.7,6,7,8
7.9,35.0,5,6,7
7.1,39.0,5,6,7
7.0,39.0,5,6,7
6.8,96.0,4,5,6
8.0,35.0,9,10,11
6.8,24.9,4,5,6
7.1,10.0,4,5,6
6.8,46.0,3,4,5
6.4,33.0,9,10,11
6.8,169.0,3,4,5
5.7,54.0,7,8,9
7.0,9.0,3,4,5
6.9,12.0,2,3,4
6.5,8.2,5,6,7
6.6,7.0,1,2,3
7.4,73.0,4,5,6
6.6,33.0,5,6,7
7.5,115.0,5,6,7
6.6,8.0,6,7,8
7.5,24.0,6,7,8
6.5,33.0,6,7,8
7.9,670.81,2,3,4
7.2,236.0,3,4,5
6.6,16.0,6,7,8
7.9,135.0,5,6,7
7.7,20.0,7,8,9
7.3,63.0,7,8,9
5.0,10.0,2,3,4
6.6,17.0,5,6,7
6.8,25.0,4,5,6
6.3,79.0,5,6,7
6.3,107.0,3,4,5
7.6,116.0,6,7,8
7.9,60.0,5,6,7
6.8,79.0,4,5,6
7.2,33.0,4,5,6
7.0,33.0,4,5,6
6.4,20.0,6,7,8
6.8,13.0,3,4,5
6.8,87.0,4,5,6
6.8,100.0,7,8,9
6.5,41.0,4,5,6
6.7,15.0,6,7,8
5.9,31.0,5,6,7
7.1,434.0,4,5,6
5.7,30.0,6,7,8
7.7,10.0,2,3,4
6.5,10.0,5,6,7
7.3,10.0,7,8,9
7.0,15.0,7,8,9
7.7,196.0,4,5,6
6.9,28.0,5,6,7
6.6,10.0,5,6,7
6.5,10.0,3,4,5
6.8,34.0,4,5,6
7.0,9.0,3,4,5
6.5,8.0,2,3,4
6.1,10.0,4,5,6
5.1,26.0,6,7,8
6.6,35.0,4,5,6
6.9,20.0,5,6,7
7.1,43.98,6,7,8
7.4,156.0,5,6,7
6.4,19.0,0,1,2
6.7,223.0,4,5,6
6.6,7.0,5,6,7
6.0,10.0,7,8,9
8.1,15.0,7,8,9
7.0,21.0,6,7,8
6.7,595.854,1,2,3
5.3,10.0,4,5,6
6.8,20.0,7,8,9
4.6,20.0,4,5,6
7.3,595.0,2,3,4
5.5,10.0,5,6,7
7.9,14.06,2,3,4
5.8,24.0,5,6,7
7.0,33.0,5,6,7
6.7,31.0,4,5,6
6.7,12.0,5,6,7
6.8,22.0,5,6,7
7.3,19.0,7,8,9
6.8,52.0,6,7,8
5.4,11.0,6,7,8
5.8,36.0,6,7,8
7.9,95.0,5,6,7
7.0,33.0,4,5,6
8.0,122.57,6,7,8
7.4,43.0,5,6,7
6.7,12.0,5,6,7
6.5,8.0,9,10,11
7.5,20.0,6,7,8
7.8,25.0,7,8,9
6.5,41.0,4,5,6
6.5,21.0,3,4,5
7.7,14.86,4,5,6
7.4,26.0,5,6,7
4.8,10.0,4,5,6
6.6,35.0,4,5,6
6.5,34.0,4,5,6
6.9,10.0,7,8,9
8.4,40.0,7,8,9
7.6,61.4,6,7,8
6.1,15.0,8,9,10
6.9,10.0,5,6,7
7.6,35.0,5,6,7
6.9,21.0,5,6,7
6.7,10.0,5,6,7
6.8,14.0,3,4,5
7.8,69.0,6,7,8
5.8,9.0,6,7,8
7.3,33.0,5,6,7
6.9,93.0,4,5,6
7.5,55.0,6,7,8
7.0,60.21,3,4,5
7.8,28.0,5,6,7
7.5,8.7,4,5,6
6.9,30.0,7,8,9
6.5,28.0,1,2,3
6.0,34.0,7,8,9
6.9,21.0,3,4,5
7.8,17.925,7,8,9
6.1,33.0,5,6,7
5.7,10.0,5,6,7
7.2,25.0,5,6,7
6.6,18.0,5,6,7
7.0,21.0,6,7,8
6.6,33.0,4,5,6
6.2,10.0,6,7,8
8.1,19.0,7,8,9
5.2,10.0,5,6,7
6.5,105.0,3,4,5
6.5,5.0,5,6,7
6.8,10.0,7,8,9
7.9,30.0,7,8,9
5.6,10.0,5,6,7
7.9,40.0,7,8,9
6.6,11.1,8,9,10
8.0,33.0,5,6,7
5.4,15.0,4,5,6
6.9,33.0,3,4,5
7.6,578.0,1,2,3
6.7,16.0,5,6,7
6.5,10.0,6,7,8
7.2,19.0,2,3,4
5.2,33.0,4,5,6
7.9,670.81,2,3,4
7.3,150.0,8,9,10
6.9,35.0,4,5,6
5.5,34.0,3,4,5
7.0,10.0,4,5,6
6.3,34.0,5,6,7
7.3,10.0,8,9,10
5.4,54.0,5,6,7
6.7,18.0,4,5,6
5.0,7.0,5,6,7
6.7,11.0,6,7,8
4.8,10.0,3,4,5
5.2,22.0,4,5,6
7.3,16.0,5,6,7
5.9,1.0,9,10,11
5.9,9.0,6,7,8
6.5,33.0,4,5,6
7.0,10.0,7,8,9
6.3,2.0,6,7,8
4.6,33.0,6,7,8
5.5,8.0,2,3,4
6.6,33.0,5,6,7
6.5,20.0,5,6,7
6.5,19.36,6,7,8
8.2,25.0,9,10,11
5.0,28.0,0,1,2
6.8,122.9,4,5,6
7.0,37.0,6,7,8
5.5,8.0,2,3,4
6.9,535.0,1,2,3
6.7,33.0,2,3,4
5.9,38.0,4,5,6
6.6,17.0,5,6,7
5.7,12.0,4,5,6
6.6,624.464,0,1,2
6.6,25.0,4,5,6
7.1,43.98,6,7,8
6.5,110.57,3,4,5
5.8,29.0,5,6,7
6.5,15.0,6,7,8
7.1,27.0,6,7,8
7.8,59.3,7,8,9
6.9,32.0,5,6,7
6.6,22.0,1,2,3
7.1,155.0,3,4,5
5.4,4.0,6,7,8
7.0,32.0,3,4,5
6.9,29.0,5,6,7
7.1,13.73,6,7,8
7.6,90.0,6,7,8
7.6,38.0,6,7,8
7.9,10.0,3,4,5
5.4,35.0,7,8,9
7.6,26.0,5,6,7
4.8,35.0,4,5,6
5.6,26.0,6,7,8
6.6,35.0,2,3,4
8.0,10.0,6,7,8
7.1,10.0,5,6,7
6.9,19.73,4,5,6
6.5,19.36,6,7,8
6.5,18.0,5,6,7
6.4,108.0,7,8,9
7.2,32.0,4,5,6
6.9,20.0,5,6,7
6.6,7.0,5,6,7
6.1,25.0,6,7,8
6.6,33.0,4,5,6
6.3,12.0,4,5,6
7.1,630.0,1,2,3
7.7,40.0,5,6,7
6.5,16.0,4,5,6
5.5,70.0,8,9,10
6.6,10.0,5,6,7
5.0,6.0,6,7,8
6.6,624.464,0,1,2
7.0,14.0,5,6,7
8.3,25.0,4,5,6
6.6,16.0,4,5,6
6.9,50.0,6,7,8
6.1,15.0,6,7,8
4.6,10.0,4,5,6
7.4,20.0,6,7,8
6.6,614.0,1,2,3
6.0,38.0,6,7,8
7.4,26.0,5,6,7
6.6,15.0,5,6,7
6.6,10.0,5,6,7
6.7,8.0,3,4,5
7.1,18.0,8,9,10
7.7,33.0,6,7,8
4.6,10.0,4,5,6
7.0,110.2,5,6,7
7.8,20.1,5,6,7
6.5,22.0,4,5,6
6.6,31.0,3,4,5
6.3,10.0,4,5,6
6.5,15.0,2,3,4
6.7,14.0,7,8,9
5.6,34.0,5,6,7
7.1,10.0,8,9,10
7.9,33.0,6,7,8
6.6,24.0,5,6,7
5.2,27.0,4,5,6
6.7,30.0,3,4,5
6.9,5.81,6,7,8
7.2,120.0,5,6,7
6.2,11.0,7,8,9
7.3,10.0,6,7,8
7.0,10.0,9,10,11
6.7,24.0,2,3,4
7.2,78.0,4,5,6
6.7,66.0,4,5,6
6.2,13.0,8,9,10
6.5,33.0,4,5,6
5.8,10.0,8,9,10
6.6,11.0,5,6,7
6.4,14.0,5,6,7
6.7,11.0,2,3,4
6.5,12.06,6,7,8
7.0,39.0,5,6,7
4.4,43.0,4,5,6
6.9,41.0,4,5,6
6.7,22.91,5,6,7
6.6,10.0,7,8,9
6.5,37.0,1,2,3
7.0,58.0,7,8,9
6.8,11.0,3,4,5
9.2,25.0,9,10,11
7.4,150.0,8,9,10
6.8,535.0,1,2,3
6.7,24.0,4,5,6
6.8,13.0,3,4,5
7.2,50.0,4,5,6
6.5,41.0,4,5,6
7.7,40.0,5,6,7
6.8,10.0,3,4,5
6.6,24.0,5,6,7
6.8,14.0,3,4,5
7.4,225.6,3,4,5
6.6,22.0,5,6,7
7.9,4.2,7,8,9
7.7,17.0,6,7,8
6.2,18.0,7,8,9
6.8,22.86,4,5,6
6.9,29.0,4,5,6
8.0,10.0,8,9,10
7.1,19.04,6,7,8
7.4,30.0,8,9,10
6.6,35.0,7,8,9
6.3,79.0,5,6,7
5.1,12.0,1,2,3
6.5,28.9,3,4,5
6.5,9.0,5,6,7
5.6,13.0,4,5,6
4.3,10.0,6,7,8
6.7,11.0,5,6,7
7.7,33.0,5,6,7
6.7,29.0,6,7,8
7.0,46.0,5,6,7
6.6,33.0,4,5,6
6.8,33.0,7,8,9
6.7,4.0,6,7,8
7.0,19.9,6,7,8
7.0,68.0,5,6,7
7.7,25.0,4,5,6
6.6,128.1,3,4,5
4.8,15.0,6,7,8
8.0,60.5,7,8,9
7.3,23.0,8,9,10
6.6,43.21,2,3,4
6.5,8.382,7,8,9
6.6,9.0,5,6,7
7.9,4.2,7,8,9
5.2,9.0,7,8,9
6.5,38.0,3,4,5
6.7,23.0,3,4,5
6.8,570.41,1,2,3
7.0,80.0,3,4,5
8.1,90.0,6,7,8
5.5,34.0,3,4,5
7.3,13.0,8,9,10
6.8,22.86,4,5,6
7.3,16.0,3,4,5
6.5,38.0,3,4,5
6.6,151.6,3,4,5
7.6,88.8,4,5,6
5.4,54.0,5,6,7
6.8,350.4,2,3,4
6.2,50.0,5,6,7
6.7,29.0,5,6,7
7.8,40.0,5,6,7
7.6,28.37,5,6,7
7.8,15.11,7,8,9
7.3,24.0,3,4,5
7.0,15.0,7,8,9
7.0,24.0,5,6,7
5.8,35.0,6,7,8
6.2,155.0,4,5,6
4.5,10.0,2,3,4
6.9,4.0,6,7,8
6.6,13.23,3,4,5
8.7,30.0,6,7,8
4.6,5.0,3,4,5
7.3,10.0,4,5,6
6.6,18.0,4,5,6
6.9,9.0,4,5,6
7.8,47.0,6,7,8
6.0,7.0,6,7,8
6.9,26.0,5,6,7
7.5,31.0,4,5,6
8.3,26.0,6,7,8
7.7,22.0,6,7,8
7.2,56.0,8,9,10
6.5,9.0,5,6,7
7.5,57.0,4,5,6
6.3,206.0,4,5,6
7.7,48.0,6,7,8
7.0,58.0,7,8,9
7.2,19.0,5,6,7
6.7,62.0,5,6,7
7.5,145.0,5,6,7
6.8,24.0,7,8,9
7.9,44.0,4,5,6
6.9,120.0,8,9,10
5.7,10.0,7,8,9
7.1,73.7,5,6,7
5.5,8.0,2,3,4
6.6,16.1,3,4,5
8.0,55.0,5,6,7
6.8,169.0,3,4,5
7.4,20.0,6,7,8
6.5,301.0,2,3,4
7.3,10.0,6,7,8
5.8,6.0,4,5,6
7.3,15.0,6,7,8
6.0,5.0,4,5,6
7.5,20.0,8,9,10
6.1,66.0,4,5,6
7.8,22.0,5,6,7
9.5,33.0,10,11,12
6.7,27.4,4,5,6
8.6,15.0,9,10,11
6.9,53.0,5,6,7
5.0,10.0,2,3,4
7.2,15.0,6,7,8
6.5,246.0,2,3,4
6.7,22.91,5,6,7
6.7,624.0,1,2,3
5.3,33.0,6,7,8
7.1,60.53,5,6,7
7.5,10.0,7,8,9
7.4,16.0,8,9,10
7.0,40.0,6,7,8
7.3,170.0,4,5,6
7.1,40.0,6,7,8
7.9,4.2,7,8,9
6.6,10.0,4,5,6
7.4,73.0,4,5,6
4.6,33.0,3,4,5
7.2,24.0,6,7,8
6.4,10.0,7,8,9
6.9,100.0,4,5,6
6.5,33.0,7,8,9
7.5,31.0,5,6,7
7.1,43.98,6,7,8
6.8,602.2,1,2,3
8.2,25.0,9,10,11
9.0,21.6,9,10,11
7.9,94.54,5,6,7
7.0,150.0,7,8,9
6.9,28.0,4,5,6
5.6,10.0,5,6,7
8.0,122.57,6,7,8
7.0,18.0,5,6,7
7.0,33.729,6,7,8
7.6,620.56,2,3,4
5.6,10.0,6,7,8
6.7,26.59,3,4,5
6.6,15.0,7,8,9
6.9,10.0,5,6,7
6.8,5.0,8,9,10
6.5,10.0,5,6,7
6.8,39.0,3,4,5
6.8,5.0,8,9,10
6.6,50.0,3,4,5
6.9,10.0,5,6,7
7.1,15.0,7,8,9
7.7,583.2,2,3,4
7.6,10.0,7,8,9
6.0,70.0,6,7,8
6.6,27.0,5,6,7
7.0,10.0,8,9,10
7.4,23.0,5,6,7
7.0,39.0,4,5,6
4.6,10.0,4,5,6
6.4,10.0,7,8,9
7.9,30.0,7,8,9
6.5,11.0,5,6,7
5.9,10.0,5,6,7
6.1,32.0,5,6,7
5.8,6.0,7,8,9
6.7,33.0,3,4,5
6.7,45.0,5,6,7
4.6,7.0,4,5,6
5.8,15.0,5,6,7
7.3,32.0,3,4,5
6.5,196.0,2,3,4
7.2,19.0,5,6,7
6.9,28.0,5,6,7
5.3,18.0,6,7,8
7.1,525.0,1,2,3
7.0,22.0,5,6,7
7.1,60.53,5,6,7
6.5,10.0,2,3,4
5.8,45.0,4,5,6
7.9,94.54,5,6,7
5.5,10.0,5,6,7
6.6,12.0,6,7,8
6.5,187.0,2,3,4
8.5,30.0,9,10,11
5.8,17.0,5,6,7
7.3,18.0,8,9,10
7.9,10.0,3,4,5
7.3,33.0,4,5,6
7.1,40.0,4,5,6
7.2,22.0,5,6,7
3.6,10.0,3,4,5
7.5,20.0,8,9,10
6.6,128.1,3,4,5
8.1,37.0,7,8,9
5.2,10.0,5,6,7
6.9,9.0,5,6,7
7.0,10.0,6,7,8
6.4,10.0,6,7,8
6.0,38.0,3,4,5
7.2,22.0,5,6,7
5.8,33.0,5,6,7
7.8,28.0,6,7,8
7.2,110.0,5,6,7
6.5,9.0,6,7,8
6.9,107.0,5,6,7
7.0,48.0,5,6,7
7.0,38.0,6,7,8
6.6,10.0,5,6,7
6.8,18.0,5,6,7
6.8,87.2,5,6,7
7.6,578.0,1,2,3
6.7,573.0,1,2,3
7.0,10.0,7,8,9
6.5,14.0,7,8,9
4.5,10.0,0,1,2
6.8,10.0,3,4,5
6.5,10.0,4,5,6
6.7,21.0,4,5,6
7.2,20.0,8,9,10
7.3,51.0,8,9,10
6.9,47.5,4,5,6
6.6,135.0,3,4,5
5.5,10.0,6,7,8
6.7,5.0,4,5,6
4.7,13.0,6,7,8
6.7,30.0,3,4,5
7.6,55.0,5,6,7
8.0,644.8,2,3,4
7.9,5.0,7,8,9
8.09,33.0,6,7,8
6.8,16.0,5,6,7
6.7,45.0,5,6,7
6.6,10.0,5,6,7
6.5,8.0,2,3,4
5.7,10.0,7,8,9
7.0,10.0,4,5,6
7.2,20.0,8,9,10
6.6,9.0,6,7,8
7.8,40.0,5,6,7
6.8,33.0,3,4,5
6.7,10.0,2,3,4
5.6,21.0,4,5,6
6.9,12.0,8,9,10
6.5,10.0,5,6,7
5.2,23.0,3,4,5
7.3,16.0,5,6,7
6.6,96.0,4,5,6
6.7,10.0,7,8,9
7.0,10.0,3,4,5
5.0,10.0,3,4,5
6.6,33.0,4,5,6
6.6,113.7,3,4,5
7.8,10.0,7,8,9
6.6,12.2,3,4,5
6.1,33.0,5,6,7
6.8,25.0,4,5,6
6.7,30.0,3,4,5
4.7,33.0,5,6,7
7.1,34.0,4,5,6
6.9,615.42,4,5,6
7.3,10.0,5,6,7
6.7,24.0,4,5,6
7.0,150.0,7,8,9
6.6,10.0,5,6,7
5.5,15.0,5,6,7
7.8,8.2,8,9,10
6.5,20.0,2,3,4
6.5,577.0,0,1,2
6.5,41.0,4,5,6
5.2,10.0,3,4,5
6.5,10.0,6,7,8
8.5,25.0,9,10,11
5.5,11.0,6,7,8
6.7,18.0,4,5,6
5.5,54.0,3,4,5
5.7,10.0,6,7,8
7.2,33.0,4,5,6
6.8,45.0,5,6,7
6.7,22.0,2,3,4
6.9,43.0,4,5,6
7.6,31.0,4,5,6
6.7,33.0,3,4,5
5.5,10.0,6,7,8
8.2,35.0,7,8,9
6.4,15.0,4,5,6
5.6,10.0,6,7,8
5.9,33.0,4,5,6
7.0,18.0,4,5,6
7.6,25.0,5,6,7
6.6,134.7,3,4,5
5.5,5.0,5,6,7
7.7,44.0,6,7,8
6.5,68.0,4,5,6
6.6,16.0,2,3,4
5.9,16.0,7,8,9
7.0,40.0,6,7,8
6.6,11.0,4,5,6
5.8,10.0,5,6,7
7.6,13.0,5,6,7
6.8,25.0,4,5,6
6.8,33.0,4,5,6
7.4,26.0,5,6,7
6.6,22.0,5,6,7
7.7,22.4,7,8,9
8.3,60.0,8,9,10
9.0,22.0,5,6,7
5.1,10.0,2,3,4
6.9,15.0,6,7,8
8.8,23.0,7,8,9
5.1,10.0,2,3,4
6.6,56.0,4,5,6
5.0,10.0,5,6,7
5.7,8.0,5,6,7
7.9,4.2,7,8,9
6.5,5.0,5,6,7
6.8,12.1,7,7,9
7.4,29.0,4,5,6
8.1,30.0,5,6,7
7.7,40.0,5,6,7
6.9,33.0,3,4,5
6.0,10.0,7,8,9
7.0,15.0,6,7,8
5.5,11.0,6,7,8
6.9,33.3,2,3,4
6.6,107.0,4,5,6
6.7,11.0,6,7,8
6.6,19.0,3,4,5
7.1,10.0,5,6,7
7.7,20.2,2,3,4
7.1,33.0,4,5,6
8.1,22.79,5,6,7
7.1,13.73,6,7,8
5.4,55.0,5,6,7
5.2,33.0,4,5,6
6.6,134.7,3,4,5
5.8,9.0,6,7,8
7.6,33.0,4,5,6
7.6,22.56,5,6,7
6.9,107.0,5,6,7
6.7,200.7,2,3,4
8.4,30.0,5,6,7
7.5,30.0,7,8,9
6.6,39.0,5,6,7
6.8,15.4,4,5,6
6.1,27.0,5,6,7
6.9,34.0,6,7,8
6.7,15.0,7,8,9
6.1,190.0,3,4,5
6.3,31.0,2,3,4
